Local Calc, Lattice Calc, Clock Local Calc, Clock Lattice Calc, Dipolar Local Calc, Dipolar Lattice Calc
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
3.45448, 3.45448, 4, 4, -0.545515, -0.545515
8.51742, 8.51742, 8, 8, 0.517419, 0.517419
6, 6, 6, 6, 0, 0
0.401572, 0.401572, 1, 1, -0.598428, -0.598428
6, 6, 6, 6, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
1.86495, 1.86495, 2.5, 2.5, -0.635049, -0.635049
2.45465, 2.45465, 3.5, 3.5, -1.04535, -1.04535
0.101537, 0.101537, -0, 0, 0.101537, 0.101537
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
1.48606, 1.48606, 1.5, 1.5, -0.0139367, -0.0139367
2.83032, 2.83032, 2, 2, 0.830323, 0.830323
0, 0, -0, 0, 0, 0
3, 3, 3, 3, 0, 0
3, 3, 3, 3, 0, 0
9.39381, 9.39381, 10, 10, -0.606186, -0.606186
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
9, 9, 9, 9, 0, 0
3.41326, 3.41326, 4, 4, -0.586743, -0.586743
1.35931, 1.35931, 0.5, 0.5, 0.859307, 0.859307
0, 0, -0, 0, 0, 0
3.30756, 3.30756, 2.5, 2.5, 0.807563, 0.807563
0, 0, -0, 0, 0, 0
9.39594, 9.39594, 10, 10, -0.604063, -0.604063
9.49768, 9.49768, 10, 10, -0.502324, -0.502324
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
2.42854, 2.42854, 3.5, 3.5, -1.07146, -1.07146
8.69237, 8.69237, 9, 9, -0.307633, -0.307633
5.74549, 5.74549, 5, 5, 0.745493, 0.745493
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
9.98281, 9.98281, 11, 11, -1.01719, -1.01719
3.44955, 3.44955, 4, 4, -0.550452, -0.550452
9, 9, 9, 9, 0, 0
3.25638, 3.25638, 3, 3, 0.256382, 0.256382
-0.191014, -0.191014, -0, 0, -0.191014, -0.191014
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
1.82858, 1.82858, 1.5, 1.5, 0.328582, 0.328582
5.85089, 5.85089, 6, 6, -0.149113, -0.149113
3.41347, 3.41347, 4, 4, -0.586528, -0.586528
7.5, 7.5, 7.5, 7.5, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.324982, 0.324982, 1, 1, -0.675018, -0.675018
1.43375, 1.43375, 3, 3, -1.56625, -1.56625
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
8.74025, 8.74025, 8, 8, 0.740249, 0.740249
4.5, 4.5, 4.5, 4.5, 0, 0
9, 9, 9, 9, 0, 0
3.56635, 3.56635, 4, 4, -0.43365, -0.43365
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
3.27693, 3.27693, 4, 4, -0.723065, -0.723065
3, 3, 3, 3, 0, 0
0.483725, 0.483725, 1, 1, -0.516275, -0.516275
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
3.52988, 3.52988, 4, 4, -0.470121, -0.470121
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
3, 3, 3, 3, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0.501595, 0.501595, 1, 1, -0.498405, -0.498405
3.75737, 3.75737, 4, 4, -0.242626, -0.242626
6, 6, 6, 6, 0, 0
9.44308, 9.44308, 10, 10, -0.556915, -0.556915
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
9.11567, 9.11567, 9, 9, 0.115671, 0.115671
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
9.41396, 9.41396, 10, 10, -0.586037, -0.586037
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
2.43217, 2.43217, 3.5, 3.5, -1.06783, -1.06783
0.426342, 0.426342, 1, 1, -0.573658, -0.573658
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
3.2231, 3.2231, 3, 3, 0.223103, 0.223103
0, 0, -0, 0, 0, 0
10.506, 10.506, 12, 12, -1.49398, -1.49398
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9.43771, 9.43771, 10, 10, -0.56229, -0.56229
0, 0, -0, 0, 0, 0
2.7609, 2.7609, 2, 2, 0.760901, 0.760901
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
1.62231, 1.62231, 3, 3, -1.37769, -1.37769
0, 0, -0, 0, 0, 0
3.02312, 3.02312, 3, 3, 0.0231183, 0.0231183
8.79327, 8.79327, 8, 8, 0.793268, 0.793268
-0.0905522, -0.0905522, -0, 0, -0.0905522, -0.0905522
0, 0, -0, 0, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
9, 9, 9, 9, 0, 0
0.493303, 0.493303, 1, 1, -0.506697, -0.506697
9.59069, 9.59069, 10, 10, -0.40931, -0.40931
7.5, 7.5, 7.5, 7.5, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0.21654, 0.21654, -0, 0, 0.21654, 0.21654
7.5, 7.5, 7.5, 7.5, 0, 0
1.86409, 1.86409, 1, 1, 0.864087, 0.864087
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
9, 9, 9, 9, 0, 0
9.24351, 9.24351, 9, 9, 0.243509, 0.243509
9.35931, 9.35931, 9, 9, 0.359311, 0.359311
7.5, 7.5, 7.5, 7.5, 0, 0
9, 9, 9, 9, 0, 0
0.146003, 0.146003, -0, 0, 0.146003, 0.146003
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
9.42873, 9.42873, 10, 10, -0.571268, -0.571268
0.313965, 0.313965, 3.33067e-16, 0, 0.313965, 0.313965
1.36439, 1.36439, 1.5, 1.5, -0.135608, -0.135608
0, 0, -0, 0, 0, 0
2.0187, 2.0187, 2.5, 2.5, -0.481301, -0.481301
4.5, 4.5, 4.5, 4.5, 0, 0
9.70958, 9.70958, 10, 10, -0.290419, -0.290419
9.79674, 9.79674, 10, 10, -0.20326, -0.20326
9.3458, 9.3458, 10, 10, -0.654199, -0.654199
1.45322, 1.45322, 3, 3, -1.54678, -1.54678
7.5, 7.5, 7.5, 7.5, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
9.26141, 9.26141, 9, 9, 0.261409, 0.261409
0.964789, 0.964789, 2, 2, -1.03521, -1.03521
0, 0, -0, 0, 0, 0
5.78944, 5.78944, 5, 5, 0.789442, 0.789442
0, 0, -0, 0, 0, 0
3.82558, 3.82558, 4, 4, -0.174417, -0.174417
3.75862, 3.75862, 4, 4, -0.241381, -0.241381
0, 0, -0, 0, 0, 0
3.50764, 3.50764, 4, 4, -0.492358, -0.492358
9.24245, 9.24245, 9, 9, 0.242454, 0.242454
8.36122, 8.36122, 8, 8, 0.361222, 0.361222
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
9.53865, 9.53865, 10, 10, -0.46135, -0.46135
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0.462553, 0.462553, 1, 1, -0.537447, -0.537447
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
9, 9, 9, 9, 0, 0
8.47146, 8.47146, 8, 8, 0.471459, 0.471459
8.6858, 8.6858, 8, 8, 0.685797, 0.685797
9, 9, 9, 9, 0, 0
0.628845, 0.628845, 1, 1, -0.371155, -0.371155
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
3.44132, 3.44132, 4, 4, -0.558679, -0.558679
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
9.14284, 9.14284, 9, 9, 0.142838, 0.142838
3.10891, 3.10891, 3, 3, 0.108906, 0.108906
4.5, 4.5, 4.5, 4.5, 0, 0
10.5255, 10.5255, 12, 12, -1.47452, -1.47452
9, 9, 9, 9, 0, 0
2.57466, 2.57466, 3.5, 3.5, -0.925343, -0.925343
0, 0, -0, 0, 0, 0
8.57394, 8.57394, 8, 8, 0.573943, 0.573943
2.6467, 2.6467, 2, 2, 0.646704, 0.646704
4.5, 4.5, 4.5, 4.5, 0, 0
8.01587, 8.01587, 7, 7, 1.01587, 1.01587
0, 0, -0, 0, 0, 0
1.90594, 1.90594, 2.5, 2.5, -0.594061, -0.594061
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
1.60554, 1.60554, 3, 3, -1.39446, -1.39446
4.38039, 4.38039, 4.5, 4.5, -0.119612, -0.119612
6, 6, 6, 6, 0, 0
9.22702, 9.22702, 9, 9, 0.227023, 0.227023
0.0905522, 0.0905522, -0, 0, 0.0905522, 0.0905522
0, 0, -0, 0, 0, 0
3, 3, 3, 3, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
2.5699, 2.5699, 3.5, 3.5, -0.9301, -0.9301
4.66473, 4.66473, 4.5, 4.5, 0.164732, 0.164732
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
3.32703, 3.32703, 2.5, 2.5, 0.827031, 0.827031
9.27653, 9.27653, 9, 9, 0.276532, 0.276532
0.410555, 0.410555, 1, 1, -0.589445, -0.589445
0.517145, 0.517145, 1, 1, -0.482855, -0.482855
0.673223, 0.673223, 1, 1, -0.326777, -0.326777
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
1.99479, 1.99479, 2.5, 2.5, -0.505213, -0.505213
0, 0, -0, 0, 0, 0
8.70844, 8.70844, 8, 8, 0.708438, 0.708438
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
0.999582, 0.999582, 2, 2, -1.00042, -1.00042
0.477343, 0.477343, 1, 1, -0.522657, -0.522657
4.66098, 4.66098, 4.5, 4.5, 0.160982, 0.160982
2.19014, 2.19014, 2.5, 2.5, -0.309863, -0.309863
9, 9, 9, 9, 0, 0
9.45366, 9.45366, 10, 10, -0.546342, -0.546342
7.5, 7.5, 7.5, 7.5, 0, 0
1.90094, 1.90094, 2.5, 2.5, -0.599063, -0.599063
3.32858, 3.32858, 3, 3, 0.328582, 0.328582
4.5, 4.5, 4.5, 4.5, 0, 0
3.41347, 3.41347, 4, 4, -0.586528, -0.586528
2.00519, 2.00519, 2.5, 2.5, -0.494806, -0.494806
4.52309, 4.52309, 4.5, 4.5, 0.0230931, 0.0230931
0.726355, 0.726355, 1, 1, -0.273645, -0.273645
9, 9, 9, 9, 0, 0
9.32498, 9.32498, 10, 10, -0.675018, -0.675018
1.43375, 1.43375, 3, 3, -1.56625, -1.56625
0, 0, -0, 0, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
9.56635, 9.56635, 10, 10, -0.43365, -0.43365
3.80786, 3.80786, 4, 4, -0.19214, -0.19214
4.77639, 4.77639, 4.5, 4.5, 0.276389, 0.276389
9.94981, 9.94981, 11, 11, -1.05019, -1.05019
6, 6, 6, 6, 0, 0
3, 3, 3, 3, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
3.77809, 3.77809, 4, 4, -0.221913, -0.221913
0.529879, 0.529879, 1, 1, -0.470121, -0.470121
0, 0, -0, 0, 0, 0
9.25596, 9.25596, 9, 9, 0.255959, 0.255959
3, 3, 3, 3, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
8.79804, 8.79804, 8, 8, 0.798039, 0.798039
-0.164757, -0.164757, -0, 0, -0.164757, -0.164757
6, 6, 6, 6, 0, 0
3.72032, 3.72032, 4, 4, -0.279681, -0.279681
0.76222, 0.76222, 1, 1, -0.23778, -0.23778
9.4577, 9.4577, 10, 10, -0.542298, -0.542298
9.43074, 9.43074, 10, 10, -0.569262, -0.569262
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
1.63902, 1.63902, 1.5, 1.5, 0.13902, 0.13902
0, 0, -0, 0, 0, 0
3.5517, 3.5517, 4, 4, -0.448297, -0.448297
9.78363, 9.78363, 10, 10, -0.216372, -0.216372
4.5, 4.5, 4.5, 4.5, 0, 0
0.945677, 0.945677, 2, 2, -1.05432, -1.05432
9, 9, 9, 9, 0, 0
3.67098, 3.67098, 4, 4, -0.32902, -0.32902
6, 6, 6, 6, 0, 0
2.66192, 2.66192, 2, 2, 0.661922, 0.661922
8.60956, 8.60956, 8, 8, 0.609559, 0.609559
0.471754, 0.471754, 1, 1, -0.528246, -0.528246
3.59606, 3.59606, 4, 4, -0.403939, -0.403939
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
1.51921, 1.51921, 3, 3, -1.48079, -1.48079
4.47141, 4.47141, 4.5, 4.5, -0.0285864, -0.0285864
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
2.72385, 2.72385, 2, 2, 0.723846, 0.723846
9.44884, 9.44884, 10, 10, -0.551164, -0.551164
2.46424, 2.46424, 2, 2, 0.464244, 0.464244
1.71903, 1.71903, 1.5, 1.5, 0.219035, 0.219035
1.89134, 1.89134, 2.5, 2.5, -0.608664, -0.608664
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
8.88871, 8.88871, 9, 9, -0.111286, -0.111286
3.04394, 3.04394, 3, 3, 0.0439381, 0.0439381
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
3, 3, 3, 3, 0, 0
0, 0, -0, 0, 0, 0
3.4223, 3.4223, 4, 4, -0.577701, -0.577701
3.4933, 3.4933, 4, 4, -0.506697, -0.506697
3.59091, 3.59091, 4, 4, -0.409091, -0.409091
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
8.76817, 8.76817, 8, 8, 0.768168, 0.768168
9.24567, 9.24567, 9, 9, 0.245669, 0.245669
3.3465, 3.3465, 2.5, 2.5, 0.8465, 0.8465
3.25571, 3.25571, 3, 3, 0.255712, 0.255712
6, 6, 6, 6, 0, 0
0.533919, 0.533919, 1, 1, -0.466081, -0.466081
3.65861, 3.65861, 4, 4, -0.341394, -0.341394
6, 6, 6, 6, 0, 0
4.58481, 4.58481, 4.5, 4.5, 0.084811, 0.084811
7.5, 7.5, 7.5, 7.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
9.22592, 9.22592, 9, 9, 0.225922, 0.225922
0.337235, 0.337235, -0, 0, 0.337235, 0.337235
1.46113, 1.46113, 3, 3, -1.53887, -1.53887
3.42029, 3.42029, 4, 4, -0.57971, -0.57971
9, 9, 9, 9, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
1.85221, 1.85221, 2.5, 2.5, -0.647789, -0.647789
1.5, 1.5, 1.5, 1.5, 0, 0
6, 6, 6, 6, 0, 0
3.33633, 3.33633, 4, 4, -0.663671, -0.663671
1.98896, 1.98896, 2.5, 2.5, -0.511041, -0.511041
4.5, 4.5, 4.5, 4.5, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
1.43375, 1.43375, 3, 3, -1.56625, -1.56625
7.5, 7.5, 7.5, 7.5, 0, 0
0.825262, 0.825262, 0.5, 0.5, 0.325262, 0.325262
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
4.7719, 4.7719, 4.5, 4.5, 0.2719, 0.2719
2.46604, 2.46604, 3.5, 3.5, -1.03396, -1.03396
0.354077, 0.354077, 1, 1, -0.645923, -0.645923
6, 6, 6, 6, 0, 0
9.01291, 9.01291, 9, 9, 0.012915, 0.012915
0.797676, 0.797676, 1, 1, -0.202324, -0.202324
3.76976, 3.76976, 4, 4, -0.230239, -0.230239
9.53167, 9.53167, 10, 10, -0.468326, -0.468326
0, 0, -0, 0, 0, 0
3.25238, 3.25238, 3, 3, 0.252377, 0.252377
8.36084, 8.36084, 8, 8, 0.360844, 0.360844
7.5, 7.5, 7.5, 7.5, 0, 0
0.259589, 0.259589, -0, 0, 0.259589, 0.259589
4.70181, 4.70181, 4.5, 4.5, 0.201812, 0.201812
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9.4442, 9.4442, 10, 10, -0.555803, -0.555803
0.417545, 0.417545, 1, 1, -0.582455, -0.582455
7.5, 7.5, 7.5, 7.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
2.5539, 2.5539, 2, 2, 0.553902, 0.553902
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
9.53709, 9.53709, 10, 10, -0.462914, -0.462914
0, 0, -0, 0, 0, 0
9.29086, 9.29086, 9, 9, 0.290857, 0.290857
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
3.51278, 3.51278, 4, 4, -0.487221, -0.487221
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
3.45677, 3.45677, 4, 4, -0.543226, -0.543226
3.58144, 3.58144, 4, 4, -0.418556, -0.418556
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
1.49839, 1.49839, 3, 3, -1.50161, -1.50161
-0.0480549, -0.0480549, -0, 0, -0.0480549, -0.0480549
0, 0, -0, 0, 0, 0
9.34801, 9.34801, 10, 10, -0.651989, -0.651989
0, 0, -0, 0, 0, 0
8.72026, 8.72026, 8, 8, 0.720265, 0.720265
9.44973, 9.44973, 10, 10, -0.550271, -0.550271
0, 0, -0, 0, 0, 0
3, 3, 3, 3, 0, 0
1.96848, 1.96848, 2.5, 2.5, -0.531522, -0.531522
9.51053, 9.51053, 10, 10, -0.489466, -0.489466
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
8.77238, 8.77238, 8, 8, 0.772375, 0.772375
8.92586, 8.92586, 9, 9, -0.0741406, -0.0741406
0, 0, -0, 0, 0, 0
3.26447, 3.26447, 3, 3, 0.26447, 0.26447
0.384623, 0.384623, 1, 1, -0.615377, -0.615377
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
9.18555, 9.18555, 9, 9, 0.185552, 0.185552
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
6, 6, 6, 6, 0, 0
1.75177, 1.75177, 1, 1, 0.751771, 0.751771
0, 0, -0, 0, 0, 0
9.90083, 9.90083, 11, 11, -1.09917, -1.09917
0.456777, 0.456777, 1, 1, -0.543223, -0.543223
0, 0, -0, 0, 0, 0
0.582541, 0.582541, 1, 1, -0.417459, -0.417459
4.58517, 4.58517, 4.5, 4.5, 0.0851737, 0.0851737
9.50687, 9.50687, 10, 10, -0.493132, -0.493132
0, 0, -0, 0, 0, 0
-0.286261, -0.286261, -1, -1, 0.713739, 0.713739
1.38959, 1.38959, 0.5, 0.5, 0.889591, 0.889591
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
3.42514, 3.42514, 4, 4, -0.574858, -0.574858
9, 9, 9, 9, 0, 0
2.19857, 2.19857, 2.5, 2.5, -0.30143, -0.30143
0.215769, 0.215769, -0, 0, 0.215769, 0.215769
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9.80058, 9.80058, 11, 11, -1.19942, -1.19942
1.5, 1.5, 1.5, 1.5, 0, 0
6, 6, 6, 6, 0, 0
3.33633, 3.33633, 4, 4, -0.663671, -0.663671
9.49007, 9.49007, 10, 10, -0.509929, -0.509929
9, 9, 9, 9, 0, 0
9.73367, 9.73367, 10, 10, -0.26633, -0.26633
3.83792, 3.83792, 4, 4, -0.162079, -0.162079
9, 9, 9, 9, 0, 0
1.33417, 1.33417, 3, 3, -1.66583, -1.66583
8.66672, 8.66672, 9, 9, -0.333283, -0.333283
0.819299, 0.819299, 0.5, 0.5, 0.319299, 0.319299
2.70436, 2.70436, 2, 2, 0.704361, 0.704361
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9.80675, 9.80675, 10, 10, -0.193252, -0.193252
4.77888, 4.77888, 4.5, 4.5, 0.278875, 0.278875
9.94846, 9.94846, 11, 11, -1.05154, -1.05154
0.333796, 0.333796, 1, 1, -0.666204, -0.666204
3.32729, 3.32729, 3, 3, 0.327294, 0.327294
7.5, 7.5, 7.5, 7.5, 0, 0
9.79799, 9.79799, 10, 10, -0.202011, -0.202011
9.76797, 9.76797, 10, 10, -0.232026, -0.232026
6, 6, 6, 6, 0, 0
3.50741, 3.50741, 4, 4, -0.492592, -0.492592
0, 0, -0, 0, 0, 0
8.37843, 8.37843, 8, 8, 0.378431, 0.378431
7.5, 7.5, 7.5, 7.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
3.73709, 3.73709, 4, 4, -0.262906, -0.262906
3.771, 3.771, 4, 4, -0.229003, -0.229003
6, 6, 6, 6, 0, 0
0.479669, 0.479669, 1, 1, -0.520331, -0.520331
6, 6, 6, 6, 0, 0
9.03169, 9.03169, 9, 9, 0.0316915, 0.0316915
2.57598, 2.57598, 2, 2, 0.575977, 0.575977
9.15229, 9.15229, 9, 9, 0.152286, 0.152286
-0.0400289, -0.0400289, -0, 0, -0.0400289, -0.0400289
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
-0.0074132, -0.0074132, -0, 0, -0.0074132, -0.0074132
0, 0, -0, 0, 0, 0
0.298198, 0.298198, 1, 1, -0.701802, -0.701802
8.81285, 8.81285, 8, 8, 0.812848, 0.812848
7.5, 7.5, 7.5, 7.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0.617687, 0.617687, 1, 1, -0.382313, -0.382313
7.5, 7.5, 7.5, 7.5, 0, 0
4.4787, 4.4787, 4.5, 4.5, -0.0212994, -0.0212994
6, 6, 6, 6, 0, 0
0.48181, 0.48181, 1, 1, -0.51819, -0.51819
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
2.66924, 2.66924, 2, 2, 0.669243, 0.669243
2.61092, 2.61092, 2, 2, 0.610919, 0.610919
0.513072, 0.513072, 1, 1, -0.486928, -0.486928
0, 0, -0, 0, 0, 0
0.234262, 0.234262, -3.33067e-16, 0, 0.234262, 0.234262
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
10.4678, 10.4678, 12, 12, -1.53221, -1.53221
9, 9, 9, 9, 0, 0
9.08143, 9.08143, 9, 9, 0.0814291, 0.0814291
8.75887, 8.75887, 8, 8, 0.75887, 0.75887
4.39211, 4.39211, 4.5, 4.5, -0.107887, -0.107887
1.5, 1.5, 1.5, 1.5, 0, 0
0, 0, -0, 0, 0, 0
9.39782, 9.39782, 10, 10, -0.602185, -0.602185
0, 0, -0, 0, 0, 0
3.52365, 3.52365, 4, 4, -0.476352, -0.476352
1.01742, 1.01742, 2, 2, -0.982578, -0.982578
4.70053, 4.70053, 4.5, 4.5, 0.200532, 0.200532
0.540866, 0.540866, 1, 1, -0.459134, -0.459134
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
0.716917, 0.716917, 0.5, 0.5, 0.216917, 0.216917
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
9.47409, 9.47409, 10, 10, -0.525912, -0.525912
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
4.35551, 4.35551, 3.5, 3.5, 0.855505, 0.855505
8.68098, 8.68098, 9, 9, -0.319022, -0.319022
0, 0, -0, 0, 0, 0
3.45653, 3.45653, 4, 4, -0.543467, -0.543467
9, 9, 9, 9, 0, 0
2.17045, 2.17045, 2.5, 2.5, -0.329552, -0.329552
0.187597, 0.187597, -0, 0, 0.187597, 0.187597
0.379344, 0.379344, 1, 1, -0.620656, -0.620656
1.34528, 1.34528, 3, 3, -1.65472, -1.65472
0.831755, 0.831755, 2, 2, -1.16825, -1.16825
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
6, 6, 6, 6, 0, 0
2.02416, 2.02416, 2.5, 2.5, -0.475844, -0.475844
4.54978, 4.54978, 4.5, 4.5, 0.0497763, 0.0497763
9.70101, 9.70101, 10, 10, -0.298992, -0.298992
3.80391, 3.80391, 4, 4, -0.196091, -0.196091
0, 0, -0, 0, 0, 0
10.3704, 10.3704, 12, 12, -1.62958, -1.62958
8.70913, 8.70913, 9, 9, -0.290871, -0.290871
0.946689, 0.946689, 0.5, 0.5, 0.446689, 0.446689
6, 6, 6, 6, 0, 0
9.25714, 9.25714, 9, 9, 0.257139, 0.257139
3.5774, 3.5774, 4, 4, -0.422604, -0.422604
6, 6, 6, 6, 0, 0
9.75619, 9.75619, 10, 10, -0.243812, -0.243812
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
3, 3, 3, 3, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
9.7101, 9.7101, 10, 10, -0.289901, -0.289901
9.59416, 9.59416, 10, 10, -0.405839, -0.405839
9.59855, 9.59855, 10, 10, -0.401453, -0.401453
1.60328, 1.60328, 1.5, 1.5, 0.103282, 0.103282
0, 0, -0, 0, 0, 0
2.1442, 2.1442, 2.5, 2.5, -0.355797, -0.355797
4.5, 4.5, 4.5, 4.5, 0, 0
6, 6, 6, 6, 0, 0
9.17607, 9.17607, 9, 9, 0.176074, 0.176074
0, 0, -0, 0, 0, 0
3.70615, 3.70615, 4, 4, -0.293853, -0.293853
9.59761, 9.59761, 10, 10, -0.402394, -0.402394
4.56031, 4.56031, 4.5, 4.5, 0.060312, 0.060312
